id,hindi,santali
1858,सितंबर 2012 में उन्हें अदालत का अपमान करने के लिए दोषी ठहराया गया ।,᱒᱐᱑᱒ ᱥᱟᱞ ᱨᱮᱭᱟᱜ ᱥᱮᱯᱴᱮᱢᱵᱚᱨ ᱨᱮ ᱠᱟᱪᱷᱟᱨᱤ ᱨᱮ ᱵᱟᱝ ᱢᱟᱱᱟᱣ ᱠᱷᱟᱹᱛᱤᱨ ᱩᱱᱠᱚ ᱫᱚ ᱫᱳᱥᱤ ᱢᱮᱱᱛᱮ ᱠᱚ ᱪᱤᱱᱦᱟᱹ ᱞᱮᱫ ᱠᱚᱣᱟ ᱾
1859,सन्‌ 2008 में दिल्ली के एक वकील ने 19 साल के एक कानून का पालन किया ।,"᱒᱐᱐᱘ ᱥᱟᱞᱨᱮ, ᱥᱩᱨᱛᱮ ᱪᱟᱞᱟᱜᱽ ᱛᱤᱨᱞᱟᱹᱠᱩ ᱧᱮᱞᱛᱮ ᱵᱟᱹᱲᱤᱡᱽ ᱨᱚᱲᱛᱮᱭ ᱥᱟᱵᱧᱟᱢ ᱩᱪᱩᱭᱮᱱ ᱑᱙ ᱩᱢᱟᱹᱨᱨᱮᱱ ᱢᱤᱫᱦᱚᱲ ᱫᱤᱞᱞᱤ ᱨᱮᱭᱟᱜ ᱟᱫᱟᱞᱚᱛ ᱤᱥᱠᱩᱞ ᱠᱚᱞᱮᱡᱽ ᱵᱟᱨᱦᱮ ᱠᱟᱹᱴᱤᱡᱽ ᱩᱢᱟᱹᱨᱟᱱᱠᱩ ᱕᱐᱐ ᱜᱚᱴᱮᱱ ᱛᱤᱛᱮ ᱚᱞ ᱠᱟᱜᱚᱡᱽ ᱦᱟᱹᱴᱤᱧᱮ ᱦᱩᱠᱩᱢᱟᱫᱽᱠᱩᱣᱟ, ᱡᱟᱦᱟᱸᱠᱩ ᱫᱚ ᱵᱟᱹᱲᱤᱡᱽ ᱟᱪᱚᱨᱚᱱ ᱨᱮᱭᱟᱜᱽ ᱦᱟᱞᱚᱛᱮ ᱵᱚᱨᱱᱚᱱᱟ ᱾"
1860,"11 मार्च 2015 को, एक विशेष CBI न्यायाधीश ने खंड 120-B और 409 भारतीय पेनल कोड (c), 1860 और खंड 13(C)(A)(A)(A)( c)) भ्रष्टाचार के बचाव, १९८८, डॉमन सिंह के खिलाफ और अन्य पर आरोप लगाया.","᱒᱐᱑᱕ ᱥᱟᱹᱦᱤᱛ ᱨᱮᱭᱟᱜ ᱑᱑ ᱤ ᱢᱟᱨᱪ, ᱰᱨᱹ ᱢᱚᱱᱢᱳᱦᱚᱱ ᱥᱤᱝᱦᱚ ᱟᱨ ᱮᱴᱟᱜ ᱢᱚᱬᱮᱦᱚᱲ ᱫᱩᱥᱤᱟᱠᱟᱱ ᱢᱮᱥᱟᱥᱹ ᱦᱤᱱᱰᱟᱞᱠᱳ, ᱥᱩᱵᱮᱱᱫᱷᱩ ᱚᱢᱤᱛᱷᱟᱵ, ᱰᱤᱹ ᱵᱷᱚᱴᱟᱪᱟᱨᱡᱚ, ᱠᱩᱢᱟᱨ ᱢᱚᱝᱜᱚᱞᱚᱢ ᱵᱤᱲᱞᱟ, ᱟᱨ ᱯᱤᱹᱥᱤᱹ ᱯᱚᱨᱠᱷᱮᱨ ᱵᱤᱨᱩᱫᱽ ᱨᱮ ᱑᱘᱖᱐ ᱵᱷᱟᱨᱚᱛ ᱨᱮᱭᱟᱜ ᱫᱚᱱᱰᱚ ᱵᱤᱫᱷᱤ ᱫᱷᱟᱨᱟ ᱑᱒᱐ ᱵᱤ ᱟᱨ ᱔᱐᱙ ᱟᱨ ᱑᱙᱘᱘ ᱨᱮᱭᱟᱜ ᱵᱟᱹᱲᱤᱡᱟᱹᱨᱤ ᱡᱟᱜᱮᱸᱫᱟᱨᱟᱢ ᱨᱮᱭᱟᱜ ᱟᱹᱱ ᱫᱷᱟᱨᱟ ᱑᱓(᱑) (ᱥᱤ), ᱑᱓(᱑) (!!!) ᱞᱮᱠᱟᱛᱮ ᱢᱤᱫᱦᱚᱲ ᱵᱤᱥᱮᱥ ᱥᱤᱹᱵᱤᱹᱟᱭ ᱵᱤᱪᱟᱹᱨᱤᱭᱟᱹ ᱠᱟᱹᱭ ᱨᱮᱭᱟᱜ ᱮ ᱥᱤᱠᱟᱹᱨ ᱮ ᱮᱢ ᱠᱮᱫᱟ ᱾"
1861,वह पहले युद्ध अपराधों और संयुक्त राजद्रोह का आदेश दिया गया था.,ᱞᱟᱹᱲᱦᱟᱹᱭᱨᱮ ᱠᱟᱹᱭ ᱨᱮᱭᱟᱜ ᱦᱩᱠᱩᱢ ᱟᱨ ᱢᱤᱞᱟᱹᱣ ᱥᱚᱲᱚᱡᱚᱱᱛᱚᱨ ᱨᱮᱭᱟᱜ ᱞᱟᱹᱞᱤᱥᱛᱮ ᱩᱱᱤᱫᱚ ᱞᱟᱦᱟᱨᱮ ᱪᱷᱟᱹᱲᱮ ᱧᱟᱢᱞᱮᱫᱟ ᱾
1862,इस कानून का लोगों पर बहुत बड़ा असर हुआ ।,ᱱᱟᱜᱚᱨᱤᱭᱟᱹ ᱠᱚᱣᱟᱜ ᱰᱤᱡᱤᱴᱟᱞ ᱱᱚᱡᱚᱨᱫᱟᱨᱤ ᱟᱶᱛᱟᱨᱮ ᱫᱚᱦᱚᱭ ᱟᱨ ᱨᱚᱲ ᱨᱮᱭᱟᱜ ᱯᱷᱩᱨᱜᱟᱹᱞ ᱟᱹᱰᱤ ᱥᱤᱢᱟᱹᱟᱱᱟᱜ ᱟᱨᱳᱯ ᱛᱟᱞᱟᱛᱮ ᱦᱚᱲᱟᱜᱟᱹᱭᱫᱟᱹᱨ ᱢᱟᱞᱚᱴ ᱠᱟᱨᱚᱱᱛᱮ ᱟᱭᱴᱤ ᱜᱩᱥᱴᱤ ᱫᱟᱨᱟᱭᱛᱮ ᱟᱹᱰᱤᱰᱷᱮᱨ ᱚᱠᱛᱟ ᱦᱩᱭ ᱟᱠᱟᱱᱟ ᱟᱹᱱᱫᱚ ᱾
1863,न्याय का मूल उद्देश्‍य है संविधान में भी शामिल किया जाना ।,ᱥᱚᱝᱵᱤᱫᱷᱟᱱ ᱨᱮᱭᱟᱜ ᱯᱚᱥᱛᱟᱵᱚᱱᱟ ᱠᱟᱛᱷᱟ ᱞᱮᱠᱟᱱ ᱞᱚᱜᱚᱱ ᱥᱟᱹᱨᱤ ᱵᱤᱪᱟᱹᱨ ᱮᱢᱚᱜ ᱜᱮ ᱦᱩᱭᱩᱜ ᱠᱟᱱᱟ ᱥᱚᱝᱵᱤᱫᱷᱟᱱ ᱨᱮᱭᱟᱜ ᱢᱩᱲᱩᱫ ᱟᱱᱟᱜ ᱡᱚᱥ ᱾
1864,आलेख 145 को सुधारा गया और 2013 के सर्वोच्च न्यायालय के नियमों के मुताबिक चलना शुरू किया गया ।,ᱜᱟᱱᱟᱝ ᱑᱔᱕ ᱫᱚ ᱥᱩᱫᱷᱨᱟᱹᱣ ᱦᱩᱭ ᱟᱠᱟᱱᱟ ᱟᱨ ᱒᱐᱑᱓ ᱥᱟᱹᱦᱤᱛ ᱨᱮᱭᱟᱜ ᱥᱩᱯᱨᱤᱢ ᱠᱳᱨᱴ ᱨᱮᱭᱟᱜ ᱛᱟᱹᱛᱤᱛᱮ ᱪᱟᱪᱞᱟᱼᱟ ᱾
1865,"संयुक्‍त राज्य में, साम्यवादी प्रभुसत्ता के सिद्धांत के अधीन संसद के कार्य को अलग नहीं किया जा सकता, जबकि परिषद्‌ में आदेश दिया गया है, एक और क़िस्म के प्राथमिक कानून, नागरिक सेवा के लिए नागरिक सेवा - मंत्री (१९५) और Mercramicll.","ᱡᱩᱠᱛᱚᱨᱟᱡᱡᱚᱨᱮ ᱥᱚᱝᱥᱚᱫᱤᱭᱚ ᱥᱟᱨᱵᱚᱵᱷᱳᱣᱢᱚᱛᱛᱚ ᱨᱮᱭᱟᱜ ᱢᱚᱛᱚᱵᱟᱫ ᱜᱚᱵᱚᱞᱨᱮ ᱥᱚᱝᱥᱚᱫ ᱨᱮᱭᱟᱜ ᱟᱹᱱᱠᱩ ᱵᱟᱝ ᱵᱮᱜᱟᱨ ᱜᱟᱱᱚᱜᱽᱼᱟ ᱢᱮᱱᱠᱷᱟᱱ ᱯᱚᱨᱤᱥᱚᱫ ᱨᱮᱭᱟᱜ ᱟᱹᱨᱤ ᱡᱟᱦᱟᱸ ᱫᱚ ᱥᱚᱝᱥᱚᱫ ᱦᱚᱛᱮᱛᱮ ᱯᱟᱥ ᱦᱩᱭᱩᱜᱽ, ᱩᱝᱠᱩ ᱠᱚᱨᱟᱣ ᱜᱟᱱᱚᱜᱼᱟ (ᱧᱮᱞᱢᱮ ᱥᱤᱵᱷᱤᱞ ᱥᱟᱨᱵᱷᱤᱥ ᱤᱭᱩᱱᱤᱭᱚᱱᱟᱜ ᱯᱚᱨᱤᱥᱚᱫ ᱵᱚᱱᱟᱢ ᱥᱤᱵᱷᱤᱞ ᱥᱟᱨᱵᱷᱤᱥ ᱞᱟᱹᱜᱤᱫ ᱢᱚᱱᱛᱨᱤ (᱑᱙᱘᱕) ᱟᱨ ᱢᱤᱞᱟᱨ/ᱪᱮᱨᱤ (᱒᱐᱑᱙)) ᱾"
1866,"उदाहरण के लिए, ""एक व्यक्ति राज्य में जन्म लेने के जोखिम में हो सकता है अगर वह एक राज्य में पैदा हो गया है... ... जब उसके माता-पिता एक राज्य में पैदा हुए थे जो न्यायिक सोली के रूप में लागू होता है, और वह व्यक्ति को अमेरिका में दोनों पक्ष नियमों के कारण नागरिक बनने के लिए सम्मानित छोड़ दिया. ""","ᱫᱟᱹᱭᱠᱟᱹ ᱞᱮᱠᱟᱛᱮ, ""ᱢᱤᱫ ᱦᱚᱲᱟᱜ ᱯᱚᱱᱚᱛ ᱯᱚᱱᱚᱛᱵᱟᱦᱮᱨᱚᱜ ᱨᱮᱭᱟᱜ ᱡᱷᱩᱸᱠᱤ ᱦᱩᱭ ᱫᱟᱲᱮᱭᱟᱜᱼᱟ ᱡᱚᱫᱤ ᱩᱱᱤ ᱚᱱᱠᱟᱱ ᱯᱚᱱᱚᱛ ᱨᱮᱭ ᱡᱟᱱᱟᱢᱚᱜ ᱠᱟᱱᱟ ᱡᱟᱦᱟᱸ ᱨᱮ ᱵᱚᱝᱥᱚ ᱞᱮᱠᱟᱛᱮ ᱱᱟᱜᱚᱨᱤᱭᱟᱹ ᱞᱟᱜᱟᱣᱚᱜ ᱥᱮᱪ ᱩᱱᱤᱭᱟᱜ ᱜᱚᱜᱚ ᱵᱟᱵᱟ ᱮᱢᱚᱱ ᱢᱤᱫ ᱯᱚᱱᱚᱛ ᱨᱮᱠᱤᱱ ᱡᱟᱱᱟᱢ ᱞᱮᱱᱟ, ᱡᱟᱦᱟᱸ ᱨᱮ ᱡᱟᱱᱟᱢ ᱥᱮᱪᱛᱮ ᱱᱟᱜᱚᱨᱤᱭᱟᱹ ᱞᱟᱜᱟᱣᱚᱜ, ᱡᱟᱦᱟᱸ ᱠᱷᱟᱹᱛᱤᱨ ᱟᱯᱟᱱᱟᱯᱤᱱ ᱵᱤᱨᱩᱫ ᱟᱹᱱ ᱠᱟᱨᱚᱱᱛᱮ ᱦᱚᱲ ᱵᱟᱱᱟᱨ ᱯᱚᱱᱚᱛ ᱨᱮᱜᱮ ᱱᱟᱜᱚᱨᱤᱭᱟᱹ ᱞᱟᱹᱜᱤᱫ ᱵᱮᱼᱡᱳᱜᱢᱟᱱ ᱦᱩᱭᱩᱜᱼᱟ ᱾"
1867,"सीHRI भी सभी लोगों को गारंटी देता है कि ""अपने देश के सार्वजनिक मामलों के प्रशासन में, सीधे या अन्य रूप से भाग लेने के लिए""।","ᱥᱤᱹᱰᱤᱹᱮᱭᱤᱪᱹᱟᱨᱹᱟᱭ ᱡᱚᱛᱚᱜᱮ ""ᱟᱭᱟᱜ ᱫᱤᱥᱚᱢ ᱨᱮᱱ ᱥᱟᱫᱷᱟᱨᱚᱱ ᱯᱨᱚᱥᱟᱥᱚᱱ ᱨᱮ ᱥᱟᱢᱟᱝ ᱫᱟᱯᱨᱟᱢ ᱵᱟᱝᱠᱷᱟᱱ ᱮᱴᱟᱜᱫᱟᱨᱟᱭ ᱛᱮ ᱥᱮᱞᱮᱫ ᱨᱮᱭᱟᱜ ᱟᱹᱭᱫᱟᱹᱨ"" ᱨᱮᱭᱟᱜ ᱠᱤᱨᱭᱟᱹᱭ ᱮᱢ ᱞᱮᱫᱟ ᱾"
1868,अदालत की सीट दिल्ली के संसद भवन में थी ।,ᱠᱟᱪᱷᱟᱦᱟᱹᱨᱤ ᱨᱮᱭᱟᱜ ᱴᱷᱟᱶ ᱫᱚ ᱛᱟᱸᱦᱮᱠᱟᱱᱟ ᱫᱤᱞᱞᱤ ᱨᱮᱭᱟᱜ ᱥᱚᱝᱥᱚᱫ ᱵᱷᱚᱵᱚᱱ ᱨᱮᱭᱟᱜ ᱪᱮᱢᱵᱟᱨ ᱚᱯᱷ ᱯᱨᱤᱱᱥᱮᱥ ᱾
1869,नवावा अधिवेशन (GC) और उनके अतिरिक्त प्रोटोकॉल (पीपी.) की माँग है कि किसी भी क़ैदी को न्यायिक कार्रवाई का सामना करना पड़े ।,ᱡᱮᱱᱮᱵᱷᱟ ᱠᱚᱱᱵᱷᱮᱱᱥᱚᱱ ( ᱡᱤᱥᱤ ) ᱟᱨ ᱩᱱᱠᱩᱣᱟᱜ ᱵᱟᱹᱲᱛᱤ ᱯᱨᱳᱴᱳᱠᱚᱞ ( ᱮᱯᱤᱮᱥ) ᱞᱟᱹᱠᱛᱤᱭᱟ ᱡᱮ ᱡᱟᱦᱟᱸᱭ ᱞᱟᱹᱲᱦᱟᱹᱭ ᱵᱚᱱᱫᱤ ᱠᱚ ᱡᱟᱦᱟᱸᱱ ᱵᱤᱪᱟᱹᱨ ᱠᱟᱹᱢᱤᱦᱚᱨᱟ ᱨᱮᱠᱚ ᱥᱟᱢᱟᱝ ᱥᱚᱫᱚᱨ ᱞᱮᱱᱠᱷᱟᱱ ᱩᱱᱠᱩᱣᱟᱜ ᱥᱚᱛ ᱵᱤᱪᱟᱹᱨ ᱧᱟᱢᱚᱜᱼᱟ ᱾
1870,उत्तर - पश्‍चिम के सर्वोच्च न्यायालय (बामामांग) न्यायिक शाखा का सबसे ऊँचा स्तर है ।,ᱤᱱᱫᱳᱱᱤᱥᱤᱭᱟ ᱨᱮᱭᱟᱜ ᱥᱩᱯᱨᱤᱢᱠᱳᱴ (ᱤᱱᱫᱳᱱᱮᱥᱤᱭᱟᱱᱺ ᱢᱟᱦᱚᱠᱟᱢᱟᱦᱚ ᱟᱜᱩᱝ) ᱦᱩᱭᱩᱜ ᱠᱟᱱᱟ ᱵᱤᱪᱟᱹᱨ ᱛᱷᱚᱱᱚᱛ ᱨᱮᱭᱟᱜ ᱪᱟᱸᱜᱟ ᱡᱚᱛᱚ ᱠᱷᱚᱱ ᱪᱮᱛᱟᱱ ᱛᱷᱟᱯ ᱾
1871,"MTP कार्य विवरण है कि 12 सप्ताह तक समाप्त करने के लिए, एक पंजीकृत चिकित्सीय प्रमोदक की राय (RPPP) की आवश्यकता है, और 12 से 20 सप्ताह के बीच बन्द करने के लिए, दो रफ़ों की राय जरूरी है.",ᱮᱢ ᱴᱤ ᱯᱤ ᱟᱹᱱᱨᱮ ᱢᱮᱱᱟᱜ ᱡᱟᱦᱟᱸ ᱑᱒ ᱦᱟᱯᱛᱟ ᱦᱟᱹᱵᱤᱡ ᱩᱰᱩᱠᱥᱟᱦᱟ ᱞᱟᱹᱜᱤᱫ ᱢᱤᱫᱛᱤᱠᱤᱪᱪᱷᱚᱠ ᱟᱜ ᱫᱤᱥᱦᱩᱫᱤᱥ (ᱟᱨ ᱮᱢ ᱯᱤ) ᱞᱟᱹᱠᱛᱤ ᱠᱟᱱᱟ ᱟᱨ ᱑᱒ ᱥᱮ ᱒᱐ ᱦᱟᱯᱛᱟ ᱢᱩᱫᱽᱨᱮ ᱩᱰᱩᱠᱥᱟᱦᱟ ᱞᱟᱹᱜᱤᱫ ᱵᱟᱨᱦᱚᱲ ᱟᱨ ᱮᱢ ᱯᱤ ᱼᱟᱜ ᱫᱤᱥᱦᱩᱫᱤᱥ ᱞᱟᱹᱠᱛᱤ ᱠᱟᱱᱟ ᱾
1872,"उदाहरण के लिए, एक ही समस्या को खानों के रूप में प्रस्तुत करने के लिए परमाणु बमों का परिचय देते हैं: किसी संघर्ष के खत्म होने के बाद आम जनता के लिए ख़तरा बनी रह सकता है ।","ᱫᱟᱹᱭᱠᱟᱹᱞᱮᱠᱟᱛᱮ, ᱢᱟᱭᱤᱱ ᱨᱮᱭᱟᱜ ᱞᱮᱠᱟᱱ ᱛᱷᱚᱠ ᱵᱳᱢᱟ ᱦᱚᱸ ᱢᱤᱫ ᱮᱴᱠᱮᱴᱚᱬᱮᱭ ᱥᱤᱨᱡᱟᱹᱣ ᱮᱫᱟᱺ ᱡᱟᱦᱟᱸᱱ ᱛᱟᱯᱟᱢ ᱢᱩᱪᱟᱹᱫ ᱠᱟᱛᱮ ᱟᱹᱰᱤ ᱛᱟᱭᱚᱢ ᱵᱮᱜᱚᱨ ᱚᱴᱮᱡᱟᱱ ᱠᱟᱹᱴᱤᱡ ᱵᱳᱢᱟ ᱥᱟᱫᱷᱟᱨᱚᱱ ᱱᱟᱜᱚᱨᱤᱭᱟ ᱠᱚ ᱞᱟᱹᱜᱤᱫ ᱫᱟᱹᱵᱽ ᱠᱟᱨᱚᱱ ᱛᱟᱦᱮᱸ ᱫᱟᱲᱮᱭᱟᱜᱼᱟ ᱾"
1873,"हालाँकि प्रबंधक और बारटर्ट को लगता था कि यह धारणा सिर्फ स्कूल के मामलों में ही सीमित होनी चाहिए, फिर भी लोगों ने ऐसे मामलों पर बहस करना जारी रखा है जिनके बारे में अलग - अलग देशों में जाति या अंतर्राष्ट्रीय रिश्‍तों के बारे में लोगों का नज़रिया नहीं है ।","ᱥᱴᱤᱣᱟᱨᱰ ᱟᱨ ᱵᱟᱨᱱᱮᱴ ᱱᱨᱤᱛᱚᱛᱛᱚ ᱫᱚ ᱵᱤᱫᱫᱟᱹᱞᱮᱠᱟᱱ ᱥᱟᱛᱟᱢ ᱢᱩᱫᱨᱮ ᱥᱤᱢᱟᱹᱵᱚᱫᱫᱷᱚᱭ ᱨᱮᱭᱟᱜ ᱥᱟᱞᱦᱟᱠᱤᱱ ᱮᱢᱨᱮᱦᱚᱸ, ᱡᱟᱹᱛᱤᱞᱮᱠᱟᱛᱮ ᱠᱚᱢᱞᱮᱠᱷᱟᱣᱟᱱ ᱥᱮ ᱡᱮᱜᱮᱫᱽᱡᱟᱠᱟᱛ ᱥᱚᱢᱵᱚᱸᱫ ᱵᱟᱵᱚᱫ ᱦᱚᱲᱱᱤᱭᱟᱹᱢᱨᱮ ᱚᱼᱱᱨᱤᱥᱟᱲᱮᱥᱤᱭᱟᱹᱠᱩ ᱫᱟᱨᱟᱭᱛᱮ ᱱᱤᱭᱟᱹ ᱱᱤᱭᱟᱹᱢ ᱨᱮᱭᱟᱜ ᱵᱮᱵᱚᱦᱟᱨᱛᱮ ᱥᱟᱛᱟᱢ ᱵᱷᱤᱛᱨᱤᱨᱮ ᱟᱨ ᱵᱟᱨᱦᱮᱨᱮᱱ ᱦᱚᱲᱠᱩ ᱢᱩᱫᱨᱮ ᱦᱤᱸᱫᱤᱡᱽ ᱞᱟᱜᱟᱣ ᱢᱮᱱᱟᱜᱼᱟ ᱾"
1874,जीन एकायू के खिलाफ फैसला एक युद्ध अपराध के रूप में बलात्कार स्थापित किया.,ᱡᱤᱱᱼᱯᱚᱞ ᱟᱠᱟᱭᱮᱥᱩᱨ ᱵᱤᱨᱩᱫ ᱨᱮ ᱨᱟᱭ ᱵᱷᱚᱨᱚᱢ ᱱᱟᱥᱟᱣ ᱫᱚ ᱢᱤᱫᱴᱟᱝ ᱞᱟᱹᱲᱦᱟᱹᱭᱠᱟᱹᱭ ᱦᱤᱥᱟᱹᱵᱛᱮ ᱛᱷᱟᱯᱚᱱ ᱞᱮᱫᱟᱭ ᱾
1875,"प्राचीन उदाहरणों में से एक है... ... मिस्र के शहर के नीश के बीच शांति का मेल और नाइआ (लगभग 2100 बीई बीएस) और मिस्र के राजा, Harusus III के बीच एक समझौता, 1258 में समाप्त हुआ.",ᱮᱠᱟᱞ ᱢᱟᱨᱮᱩᱛᱟᱹᱨ ᱰᱟᱹᱭᱠᱟᱹᱨᱮᱱᱟᱜ ᱢᱩᱫᱨᱮ ᱢᱮᱥᱳᱯᱚᱴᱮᱢᱤᱭᱟ ᱨᱮᱭᱟᱜ ᱥᱟᱦᱟᱨᱼᱯᱚᱱᱚᱛ ᱞᱟᱜᱟᱥ ᱟᱨ ᱩᱢᱢᱟᱨ (ᱦᱩᱭᱫᱟᱲᱤᱭᱟᱱ ᱒᱑᱐᱐ ᱠᱷᱨᱤᱥᱴᱚᱯᱩᱨᱵᱟᱵᱫᱚ) ᱢᱩᱫᱨᱮ ᱱᱤᱨᱟᱹᱭ ᱪᱩᱠᱛᱤ ᱟᱨ ᱢᱤᱥᱚᱨᱤᱭᱟᱹ ᱯᱷᱟᱨᱟᱣ ᱫᱚᱥᱟᱨ ᱨᱟᱢᱥᱮᱥ ᱟᱨ ᱦᱤᱴᱴᱟᱤᱴ ᱨᱟᱡᱟ ᱛᱮᱥᱟᱨ ᱦᱟᱛᱩᱥᱤᱞᱤ ᱢᱩᱫᱨᱮ ᱢᱤᱫᱴᱟᱝ ᱪᱩᱠᱛᱤ ᱑᱒᱕᱘ ᱠᱷᱨᱤᱥᱴᱚᱯᱩᱨᱵᱟᱵᱫᱟᱨᱮ ᱢᱩᱪᱟᱹᱫᱞᱮᱱᱟ ᱾
1876,मौत के बारे में जनता की राय देश और अपराध के बीच काफी फर्क है.,ᱜᱚᱡᱽᱥᱟᱹᱡᱟᱹᱭ ᱤᱫᱤ ᱠᱟᱛᱮᱜ ᱦᱚᱲ ᱠᱚᱣᱟᱜ ᱫᱤᱥᱦᱩᱫᱤᱥ ᱫᱤᱥᱚᱢ ᱞᱮᱠᱟᱛᱮ ᱟᱨ ᱠᱟᱹᱭ ᱨᱮᱭᱟᱜ ᱴᱮᱸᱦᱟᱰᱛᱮ ᱵᱚᱫᱚᱞᱚᱜᱼᱟ ᱾
1877,"व्यापक भाव से, एक प्रशासनिक निर्णय को अलग अलग कर सकता है यदि यह मूर्खतापूर्ण है (जो कनाडा के कानून के अधीन है), ""नए ब्रौनों के सर्वोच्च न्यायालय के स्तर पर मूर्खतापूर्वक मूर्खतापूर्ण अदालत ” के अनुसार चलना, वेने के नियम का पालन किया, और ब्रिटिश कानून में अनुचित रूप से, और ब्रिटिश कानून (सामान्यतावादी कानून) ।","ᱰᱷᱮᱨ ᱢᱮᱱᱛᱮ ᱨᱮ,ᱟᱶᱛᱟ ᱵᱟᱨᱦᱮ ᱠᱟᱹᱢᱤᱦᱚᱨᱟ ᱛᱟᱞᱟᱛᱮ, ᱡᱟᱦᱟᱸᱱ ᱯᱨᱚᱥᱟᱥᱚᱱᱤᱠ ᱴᱷᱟᱲᱚ ᱵᱮᱼᱡᱩᱠᱛᱤᱭᱟᱱ (ᱠᱟᱱᱟᱰᱤᱭᱚ ᱟᱹᱱ ᱞᱮᱠᱟᱛᱮ ᱪᱮᱛᱟᱱ ᱦᱩᱫᱟᱹ ᱟᱫᱟᱞᱚᱛ ᱨᱮ ᱰᱟᱱᱥᱢᱮᱭᱩᱨ ᱵᱚᱱᱟᱢ ᱱᱤᱭᱩ ᱵᱨᱮᱱᱰᱩᱭ ᱫᱚ "" ᱯᱩᱥᱴᱟᱹᱣ ᱜᱮ ᱵᱮᱼᱡᱩᱠᱛᱤ ᱟᱱ"" ᱱᱚᱶᱟ ᱢᱟᱱᱫᱚᱱᱰᱚ ᱮᱲᱟᱣ ᱞᱮᱠᱟᱛᱮ), ᱳᱭᱮᱰᱱᱮᱥᱵᱮᱨᱤ ᱵᱮᱼᱡᱩᱠᱛᱤᱟᱱ (ᱤᱝᱨᱮᱡ ᱟᱹᱱ ᱨᱮᱭᱟᱜ ᱥᱮᱞᱮᱫ ᱟᱠᱟᱱ) ᱵᱟᱝᱠᱷᱟᱱ ᱩᱭᱦᱟᱹᱨᱟᱱᱟᱜ ᱟᱨ ᱵᱮᱴᱮᱦᱟᱸᱴ ᱟᱱᱟᱜ (ᱢᱟᱨᱠᱤᱱ ᱯᱨᱚᱥᱟᱥᱚᱱᱤᱠ ᱦᱚᱨᱟ ᱟᱹᱱ ᱟᱨ ᱱᱤᱭᱤᱭᱟᱨᱠ ᱯᱚᱱᱚᱛ ᱟᱹᱱ ᱨᱮᱭᱟᱜ ᱥᱮᱞᱮᱫ ᱟᱱᱟᱜ) ᱦᱩᱭ ᱞᱮᱱᱠᱷᱟᱱ ᱫᱚᱲᱦᱟ ᱩᱭᱦᱟᱹᱨᱵᱷᱟᱵᱱᱟ ᱟᱫᱟᱞᱚᱛ ᱚᱱᱟ ᱫᱚᱭ ᱠᱷᱟᱨᱤᱪ ᱫᱟᱲᱮᱭᱟᱜᱼᱟ ᱾"
1878,"केवल मालिक और योग दो प्रकार का काम करेगा, ICasC-4, और कुल मिलाकर बदलाव की प्रक्रिया के लिए.","ᱵᱟᱦᱟᱞ ᱦᱚᱲ ᱵᱚᱫᱚᱞ ᱨᱮᱭᱟᱜ ᱡᱚᱛᱚ ᱦᱚᱨᱟ ᱨᱮᱭᱟᱜ ᱞᱟᱹᱜᱤᱫ ᱢᱤᱫᱥᱩᱢᱩᱝ ᱜᱟᱹᱞᱤᱢ ᱟᱨ ᱵᱟᱦᱟᱞ ᱦᱚᱲᱫᱚ ᱵᱟᱨᱭᱟ ᱯᱷᱚᱨᱚᱢ, ᱟᱤᱮᱱᱥᱤᱼ᱓ ᱟᱨ ᱟᱤᱮᱱᱥᱤᱼ᱔ ᱩᱪᱷᱟᱹᱱ ᱦᱩᱭᱩᱜᱼᱟ ᱾"
1879,"सन्‌ 2014 की शुरूआत में जब डार्गा नाम के कसबे में आयी, तब उसे हिरासत में लिया गया ।","ᱫᱟᱨᱯᱷᱩᱨ, ᱥᱩᱫᱟᱱ ᱨᱮᱭᱟᱜ ᱦᱟᱞᱚᱛᱠᱩ ᱢᱩᱫᱨᱮ ᱵᱟᱱᱫᱟ ᱟᱫᱟᱞᱚᱛ ᱨᱮᱭᱟᱜ ᱵᱤᱪᱟᱹᱨ ᱒᱐᱑᱔ ᱥᱟᱞᱨᱮ ᱮᱛᱚᱦᱚᱵ ᱨᱮᱭᱟᱜ ᱠᱟᱛᱷᱟ ᱛᱟᱦᱮᱸᱠᱟᱱᱟ ᱢᱮᱱᱠᱷᱟᱱ ᱮᱛᱚᱦᱚᱵ ᱢᱟᱹᱦᱤᱛ ᱫᱚ ᱠᱷᱟᱹᱞᱤ ᱦᱩᱭᱞᱮᱱᱟ ᱾"
