utt_id	wav	dur_s	peak	sr	status	flags	text_olchiki
train_santalimale_04964	train_santalimale_04964.wav	6.34	0.794	48000	PASS	-	ᱠᱟᱡᱮ ᱛᱮ ᱵᱟᱢ ᱢᱮᱱᱟ ᱟᱲᱟᱜᱼᱟ ᱥᱟᱠᱟᱢ ᱞᱮᱠᱟ ᱠᱤᱨᱤᱧᱚ-ᱟᱹᱠᱚᱨᱤᱧ ᱵᱮᱵᱥᱟ ᱞᱮᱠᱟ ᱜᱮ ᱦᱚᱭ ᱟᱠᱟᱱᱟ।
train_santalimale_04965	train_santalimale_04965.wav	8.53	0.794	48000	PASS	-	ᱛᱮᱦᱮᱧ ᱠᱷᱚᱱ ᱢᱚᱸᱲᱮᱸ ᱥᱮᱨᱢᱟ ᱢᱟᱲᱟᱹᱝ ᱨᱮ ᱥᱟᱹᱢᱩ ᱟᱨ ᱥᱤᱞᱚᱱᱤ ᱛᱟᱹᱠᱤᱱᱟᱹᱜᱼᱟ ᱵᱟᱯᱞᱟ ᱟᱹᱰᱤ ᱜᱮ ᱡᱟᱠᱚ-ᱡᱚᱢᱚᱠ ᱥᱟᱞᱟᱜᱼᱟ ᱦᱚᱭ ᱞᱮᱱ ᱛᱟᱹᱠᱤᱱᱟ।
train_santalimale_04966	train_santalimale_04966.wav	14.40	0.794	48000	PASS	-	ᱵᱟᱱᱟᱨ ᱯᱟᱦᱴᱟ ᱜᱮ ᱢᱮᱸᱫᱼᱟ ᱢᱟᱨᱥᱟᱞ ᱥᱤᱠᱷᱱᱟᱹᱛ ᱜᱷᱟᱨᱚᱸᱧᱡ ᱨᱮᱱ ᱥᱮᱪᱮᱫᱼᱟ ᱦᱟᱢᱮᱴ ᱟᱠᱟᱫᱼᱟ ᱠᱚᱲᱟᱹ-ᱠᱩᱲᱤ, ᱡᱩᱯᱩᱨᱚ-ᱡᱩᱞᱤ, ᱛᱤᱨᱮ-ᱡᱩᱜᱮ, ᱥᱩᱠᱨᱮ-ᱫᱩᱠᱨᱮ ᱫᱤᱥᱟᱹᱢ ᱥᱚᱝᱥᱟᱨ ᱠᱷᱮᱢᱟᱣᱟ ᱢᱮᱱᱛᱮ ᱱᱟᱲᱚ-ᱡᱚᱲ ᱠᱚ ᱡᱚᱲᱟᱹᱣ ᱞᱮᱫᱟ।
train_santalimale_04967	train_santalimale_04967.wav	17.72	0.794	48000	FLAG	dur:17.7s	ᱠᱩᱞᱦᱤ ᱢᱩᱪᱟᱹᱫᱼᱟ, ᱢᱟᱛᱠᱚᱢ ᱵᱩᱴᱟᱹ ᱜᱟᱯᱟᱞ ᱢᱟᱨᱟᱣ ᱢᱟᱹᱡᱷᱤ-ᱯᱟᱨᱟᱱᱤᱠ ᱫᱤᱥᱟᱹᱢ ᱦᱚᱲ ᱢᱚᱸᱲᱮ ᱠᱚ ᱛᱩᱨᱩᱭ ᱠᱚ, ᱥᱤᱧ ᱪᱟᱸᱫᱚ ᱧᱤᱱᱫᱟᱹ ᱪᱟᱸᱫᱚ ᱥᱮᱨᱢᱟ ᱤᱯᱤᱞ ᱥᱟᱹᱠᱷᱤ ᱠᱟᱛᱮ ᱡᱟᱝ ᱦᱚᱸ ᱡᱟᱝ ᱛᱚᱨᱚᱡᱼᱟ ᱦᱚᱸ ᱛᱚᱨᱚᱡᱼᱟ ᱠᱚ ᱡᱤᱢᱟ ᱞᱮᱫᱼᱟ ᱛᱟᱦᱮᱸ, ᱪᱮᱠᱟ ᱚᱱᱟ ᱠᱚᱫᱚ ᱟᱹᱩᱲᱤ ᱟᱨ ᱢᱤᱪᱷᱟᱹ ᱜᱮ।
train_santalimale_04968	train_santalimale_04968.wav	6.07	0.794	48000	PASS	-	ᱚᱦᱚ ᱢᱮᱱ ᱠᱮ ᱠᱚᱯᱟᱞ ᱨᱮᱭᱟᱜᱼᱟ ᱞᱤᱠᱷᱚᱱ ᱜᱮ, ᱥᱮ ᱥᱤᱠᱷᱱᱟᱹᱛ ᱢᱟᱱᱣᱟᱸ ᱣᱟᱜᱼᱟ ᱦᱩᱥᱤᱭᱟᱹᱨᱤ ᱠᱟᱹᱤᱛᱩᱠ।
train_santalimale_04969	train_santalimale_04969.wav	9.19	0.794	48000	PASS	-	ᱚᱦᱢᱟ ᱛᱤᱭᱟᱹᱜᱼᱟ ᱵᱟᱝ ᱱᱚᱝᱠᱟᱱ ᱫᱤᱲᱟᱹᱦᱟᱹ ᱡᱚᱯᱚᱨ ᱡᱩᱞᱤ ᱡᱚᱲᱟᱹ ᱡᱩᱛᱤ ᱚᱠᱟ ᱦᱤᱞᱚᱜᱼᱟ ᱪᱚ ᱚᱠᱟ ᱥᱮᱱᱟᱜᱼᱟ ᱵᱷᱟᱨᱟᱬᱲᱚ ᱦᱚᱭ ᱛᱮᱭ ᱨᱟᱪᱟᱜᱼᱟ ᱛᱚᱯᱟᱜ!
train_santalimale_04970	train_santalimale_04970.wav	9.31	0.794	48000	PASS	-	ᱥᱮ, ᱚᱠᱟ ᱯᱟᱦᱴᱟ ᱨᱮᱱ ᱦᱚᱲᱟᱹᱜᱼᱟ ᱢᱮᱸᱫᱼᱟ ᱫᱷᱩᱲᱤ ᱢᱮᱥᱟ ᱦᱚᱭ ᱛᱮᱭ ᱪᱩᱵᱟᱹᱜᱼᱟ ᱟᱹᱱᱫᱷᱣᱟᱹᱭ ᱛᱟᱠᱚᱣᱟ ᱩᱱ ᱫᱚ ᱵᱟᱠᱚ ᱧᱮᱞ ᱚᱨᱚᱢᱚᱜᱼᱟ ᱟ।
train_santalimale_04971	train_santalimale_04971.wav	7.02	0.794	48000	PASS	-	ᱪᱟᱜᱼᱟ ᱡᱮ ᱱᱚᱟ ᱡᱤᱭᱚᱱ ᱰᱷᱚᱸᱜᱟ ᱫᱚ ᱞᱮᱜᱮᱢ ᱢᱚᱛᱚ ᱥᱩᱢᱩᱝ ᱫᱚ ᱵᱟᱝ ᱲᱚᱭᱞᱟ ᱯᱟᱨᱚᱢᱚᱜᱼᱟ ᱠᱟᱱᱟ।
train_santalimale_04972	train_santalimale_04972.wav	6.91	0.794	48000	PASS	-	ᱛᱟᱠ ᱛᱟᱠ ᱨᱮ ᱨᱚᱜᱚᱲ ᱟᱹᱛᱩ ᱦᱮᱞᱠᱚ ᱫᱟᱜᱼᱟ ᱥᱚᱛᱮᱡᱼᱟ ᱦᱚᱸ ᱨᱚᱯᱚᱲ ᱨᱟᱯᱟᱪᱟᱜᱼᱟ ᱦᱩᱭᱩᱜᱼᱟ ᱠᱟᱱ ᱛᱟᱭᱟ।
train_santalimale_04973	train_santalimale_04973.wav	4.84	0.794	48000	PASS	-	ᱟᱫᱚ ᱚᱱᱟᱢ ᱦᱚᱴᱟᱜᱼᱟ ᱥᱟᱦᱟᱭ ᱥᱟᱦᱟᱣ ᱞᱮᱨᱮ ᱵᱟᱭ ᱯᱟᱭᱨᱟ ᱯᱟᱨᱚᱢᱚᱜᱼᱟ।
train_santalimale_04974	train_santalimale_04974.wav	6.08	0.794	48000	PASS	-	ᱥᱟᱹᱢᱩ ᱫᱚ ᱞᱟᱯᱷᱟᱝ ᱫᱷᱟᱯ ᱥᱮᱪᱮᱫᱼᱟ ᱦᱟᱢᱮᱴ ᱟᱠᱟᱫᱼᱟ ᱢᱤᱫᱼᱟ ᱥᱟᱸᱣᱛᱟ ᱥᱩᱥᱟᱹᱨᱤᱭᱟᱹ ᱠᱚᱲᱟ ᱜᱮ।
train_santalimale_04975	train_santalimale_04975.wav	6.93	0.794	48000	PASS	-	ᱦᱩᱫᱤᱥ ᱛᱟᱭ ᱫᱚ ᱥᱤᱠᱷᱱᱟᱹᱛ ᱟᱠᱟᱱ ᱥᱟᱸᱣᱛᱮ ᱥᱟᱸᱣᱛᱟ ᱱᱟᱯᱟᱭ ᱟᱨ ᱢᱚᱧᱡ ᱥᱤᱠᱷᱟᱹᱩ ᱮ ᱮᱢᱟᱭᱟ।
train_santalimale_04976	train_santalimale_04976.wav	5.96	0.794	48000	PASS	-	ᱥᱟᱸᱣᱛᱟ ᱨᱮ ᱞᱮᱧ ᱵᱚᱞᱚᱜᱼᱟ ᱠᱟᱱ ᱵᱮᱵᱟᱹᱲᱤᱡᱼᱟ ᱪᱟᱹᱞ ᱠᱚ ᱴᱮᱠᱟᱣ ᱫᱟᱨᱟᱢ ᱞᱟᱹᱜᱤᱫᱼᱟ ᱨᱤᱠᱤᱲᱚᱠ।
train_santalimale_04977	train_santalimale_04977.wav	14.57	0.794	48000	PASS	-	ᱚᱱᱟ ᱠᱚ ᱢᱚᱱᱮ ᱠᱟᱛᱮ ᱜᱮ ᱯᱟᱥᱮᱡᱼᱟ ᱱᱟᱦᱟᱸᱜᱼᱟ ᱥᱤᱠᱷᱱᱟᱹᱛ ᱠᱚᱲᱟᱹ ᱠᱟᱱ ᱨᱮᱦᱚᱸᱭ ᱱᱟᱦᱟᱸᱜᱼᱟ ᱠᱚᱲᱟᱹ ᱠᱚ ᱞᱮᱠᱟ ᱜᱟᱹᱰᱤ, ᱢᱚᱴᱚᱨ, ᱥᱟᱭᱠᱮᱞ, ᱜᱷᱩᱲᱤ, ᱴᱤᱵᱷᱤ, ᱴᱟᱠᱟ, ᱯᱚᱭᱥᱟ ᱵᱟᱯᱞᱟ ᱨᱮ ᱪᱮᱫᱼᱟ ᱦᱚᱸ ᱵᱟᱭ ᱫᱟᱹᱵᱤ ᱞᱮᱫᱟ।
train_santalimale_04978	train_santalimale_04978.wav	7.14	0.794	48000	PASS	-	ᱩᱱᱤᱭᱟᱜᱼᱟ ᱡᱚᱥᱛᱮᱫᱼᱟ ᱫᱚ ᱛᱟᱭ ᱛᱤᱨᱮ ᱡᱩᱜᱮ, ᱡᱚ ᱡᱤᱣᱟᱹᱫᱼᱟ ᱥᱩᱠᱨᱮ ᱫᱩᱠᱨᱮ ᱡᱤᱭᱚ ᱡᱩᱨᱤ।
train_santalimale_04979	train_santalimale_04979.wav	6.17	0.794	48000	PASS	-	ᱢᱮᱱᱠᱷᱟᱱ ᱪᱮᱠᱟᱭ ᱵᱟᱰᱟᱭ ᱠᱟᱱ ᱛᱟᱦᱮᱸᱱᱟ ᱡᱮ ᱱᱩᱭ ᱡᱩᱨᱤ ᱫᱚ ᱥᱩᱠ ᱨᱮᱱ ᱯᱮᱲᱟ ᱛᱤᱨᱤ।
train_santalimale_04980	train_santalimale_04980.wav	2.89	0.794	48000	PASS	-	ᱫᱤᱱ ᱠᱮ ᱫᱤᱱ ᱯᱟᱨᱚᱢ ᱪᱟᱞᱟᱜᱼᱟ ᱠᱟᱱᱟ।
train_santalimale_04981	train_santalimale_04981.wav	11.22	0.794	48000	PASS	-	ᱟᱹᱠᱤᱱ ᱡᱩᱨᱤ-ᱯᱟᱹᱨᱤ ᱛᱟᱞᱟ ᱨᱮ ᱢᱩᱞ ᱟᱸᱪ ᱫᱟᱱᱟᱝ ᱨᱮ ᱟᱞᱟᱜ ᱡᱟᱹᱸᱲᱤ ᱱᱟᱸᱲᱤ ᱫᱚ ᱥᱮᱛᱟᱜᱼᱟ ᱥᱤᱥᱤᱨ ᱧᱟᱢ ᱠᱟᱛᱮ ᱡᱟᱣ ᱜᱮ ᱰᱟᱜᱚ-ᱰᱟᱜ ᱲᱚᱜ ᱪᱟᱞᱟᱜᱼᱟ ᱠᱟᱱᱟ।
train_santalimale_04982	train_santalimale_04982.wav	7.00	0.794	48000	PASS	-	ᱡᱚᱠᱷᱚᱱ ᱛᱚᱠᱷᱚᱱ ᱦᱚᱭ ᱛᱮ ᱜᱤᱫᱨᱟᱹ ᱡᱷᱤᱞᱟᱹ ᱠᱚ ᱞᱮᱠᱟ ᱞᱟᱦᱟ ᱛᱟᱭᱚᱢ ᱟᱣᱤᱞ ᱦᱟᱛᱣᱟᱜᱼᱟ ᱠᱟᱱᱟ।
train_santalimale_04983	train_santalimale_04983.wav	9.37	0.794	48000	PASS	-	ᱟᱹᱰᱤ ᱢᱚᱧᱡ ᱟᱹᱰᱤ ᱱᱟᱯᱟᱭ ᱥᱩᱞᱩᱠ ᱥᱩᱠ ᱡᱤᱭᱚᱱ ᱨᱮᱭᱟᱜᱼᱟ ᱨᱚᱲ ᱨᱚᱯᱚᱲ ᱩᱫᱜᱟᱨ ᱦᱟᱲᱦᱟᱫᱼᱟ ᱡᱟᱣ ᱜᱮ ᱡᱤᱭᱟᱹᱲ ᱯᱷᱩᱴᱟᱹᱩ ᱵᱟᱦᱟ ᱞᱮᱠᱟ ᱯᱚᱨᱚᱭ ᱯᱚᱨᱚᱭ!
train_santalimale_04984	train_santalimale_04984.wav	7.82	0.794	48000	PASS	-	ᱢᱮᱱᱠᱷᱟᱱ ᱩᱤᱦᱟᱹᱨ ᱵᱟᱝ ᱛᱤᱱ ᱨᱮᱪᱚ ᱚᱱᱟ ᱟᱞᱟᱜ ᱡᱟᱹᱸᱲᱤ ᱛᱚᱞ ᱲᱚᱜ ᱦᱚᱭ ᱛᱟᱨᱠᱚ ᱫᱟᱯᱟᱞ ᱛᱮ ᱴᱮᱣᱮᱡᱚᱜᱼᱟ।
train_santalimale_04985	train_santalimale_04985.wav	10.11	0.794	48000	PASS	-	ᱢᱟᱱᱣᱟᱸ ᱡᱤᱭᱚᱱ ᱫᱚ ᱥᱩᱠᱚ-ᱫᱩᱠ ᱛᱟᱞᱟ ᱛᱮ ᱯᱟᱨᱚᱢ ᱪᱟᱞᱟᱜᱼᱟ ᱠᱟᱱᱟ ᱟᱨ ᱱᱚᱟ ᱫᱩᱠ ᱫᱟᱱᱫ ᱥᱚᱛᱮᱡᱼᱟ ᱞᱟᱹᱲᱦᱟᱹᱭᱚᱜᱼᱟ ᱜᱮ ᱢᱟᱱᱣᱟᱸ ᱣᱟᱜᱼᱟ ᱟᱹᱡᱚᱜᱩᱛ ᱛᱮᱫᱼᱟ ᱫᱚ।
train_santalimale_04986	train_santalimale_04986.wav	8.58	0.794	48000	PASS	-	ᱚᱠᱚᱭ ᱢᱟᱱᱣᱟᱸ ᱫᱩᱠ ᱫᱟᱱᱫ ᱧᱮᱞ ᱠᱟᱛᱮᱭᱮ ᱧᱤᱨ ᱯᱷᱟᱨᱟᱠᱚᱜᱼᱟ ᱩᱱᱤ ᱦᱚᱲ ᱫᱚ ᱫᱩᱠ ᱫᱟᱱᱫ ᱴᱷᱮᱱ ᱡᱤᱭᱚᱱ ᱵᱷᱚᱨᱮ ᱯᱟᱧᱡᱟ ᱚᱪᱚᱜᱼᱟ ᱟ।
train_santalimale_04987	train_santalimale_04987.wav	11.19	0.794	48000	PASS	-	ᱚᱱᱟ ᱞᱮᱠᱟ ᱥᱤᱞᱚᱱᱤᱭᱟᱜᱼᱟ ᱦᱚᱲᱢᱚ ᱫᱚᱥᱟ ᱨᱮ ᱥᱤᱫᱼᱟ ᱵᱟᱨ ᱡᱟᱦᱟᱸ ᱚᱠᱛᱮ ᱨᱚᱜ ᱵᱤᱫᱷᱤᱱ ᱠᱚ ᱨᱟᱠᱟᱵᱚᱜᱼᱟ ᱨᱮᱦᱚᱸ ᱥᱟᱹᱢᱩ ᱫᱚ ᱟᱹᱰᱤ ᱛᱟᱹᱱᱠᱷᱤ ᱠᱟᱛᱮᱭᱮ ᱨᱟᱱ ᱨᱮᱦᱮᱫᱮᱭᱟ।
train_santalimale_04988	train_santalimale_04988.wav	4.44	0.794	48000	PASS	-	ᱩᱱᱤᱭᱟᱜᱼᱟ ᱡᱤᱭᱚᱱ ᱵᱟᱠᱷᱨᱟ ᱛᱮ ᱢᱤᱫᱼᱟ ᱦᱩᱫᱤᱥ ᱪᱤᱱᱛᱟᱹ ᱜᱮᱭ ᱛᱟᱦᱮᱸᱱᱟ।
train_santalimale_04989	train_santalimale_04989.wav	8.31	0.794	48000	PASS	-	ᱱᱚᱝᱠᱟ ᱞᱮᱠᱟ ᱢᱚᱸᱲᱮᱸ ᱛᱩᱨᱩᱭ ᱥᱮᱨᱢᱟ ᱦᱚᱭᱮᱱᱟ, ᱮᱱ ᱨᱮᱦᱚᱸ ᱱᱟᱣᱟᱸᱱ ᱠᱚ ᱦᱤᱡᱩᱜᱼᱟ ᱨᱮᱭᱟᱜᱼᱟ ᱡᱟᱦᱟᱸᱱ ᱥᱩᱜᱵᱟᱨᱛᱟ ᱜᱮ ᱵᱟᱝ।
train_santalimale_04990	train_santalimale_04990.wav	6.21	0.794	48000	PASS	-	ᱥᱤᱞᱚᱱᱤᱭᱟᱜᱼᱟ ᱦᱚᱲᱢᱚ ᱨᱮᱫᱚ ᱢᱤᱫᱼᱟ ᱜᱮ ᱞᱟᱡᱼᱟ ᱦᱟᱥᱚ ᱰᱟᱬᱰᱟ ᱦᱟᱥᱚ ᱫᱚ ᱛᱟᱦᱮᱸᱱ ᱜᱮᱛᱟᱭᱟ।
train_santalimale_04991	train_santalimale_04991.wav	8.17	0.794	48000	PASS	-	ᱮᱱ ᱨᱮᱦᱚᱸ ᱥᱟᱹᱢᱩ ᱫᱚ ᱡᱟᱦᱟᱸᱱ ᱵᱚᱛᱚᱨᱟᱱᱟᱜᱼᱟ ᱟᱨ ᱵᱷᱟᱵᱱᱟᱜᱼᱟ ᱨᱮᱭᱟᱜᱼᱟ ᱢᱩᱦᱤᱢ ᱫᱚ ᱵᱟᱭ ᱥᱟᱢᱟᱝ ᱚᱪᱚᱣᱟᱜᱼᱟ ᱟ।
train_santalimale_04992	train_santalimale_04992.wav	5.60	0.794	48000	PASS	-	ᱢᱮᱱᱟᱭ ᱨᱟᱱ ᱢᱮᱱᱟᱜᱼᱟ ᱟ, ᱨᱚᱜ ᱢᱮᱱᱟᱜᱼᱟ ᱟ ᱟᱨ ᱰᱚᱠᱴᱚᱨ ᱢᱮᱱᱟᱜᱼᱟ ᱠᱚᱟ।
train_santalimale_04993	train_santalimale_04993.wav	2.82	0.794	48000	PASS	-	ᱪᱮᱫᱼᱟ ᱨᱮᱭᱟᱜᱼᱟ ᱵᱷᱟᱵᱱᱟ ᱟᱨ ᱵᱚᱛᱚᱨ ᱫᱚ।
train_santalimale_04994	train_santalimale_04994.wav	6.16	0.794	48000	PASS	-	ᱱᱚᱝᱠᱟᱱ ᱦᱟᱞᱟᱠ ᱧᱮᱞ ᱠᱟᱛᱮ ᱥᱟᱹᱢᱩ ᱦᱟᱱᱦᱟᱨ ᱛᱮᱫᱼᱟ ᱟᱜᱼᱟ ᱢᱚᱱᱮ ᱫᱚ ᱯᱷᱮᱨᱟᱣᱮᱱ ᱛᱟᱭᱟ।
train_santalimale_04995	train_santalimale_04995.wav	3.30	0.794	48000	PASS	-	ᱢᱚᱱᱮ ᱨᱮ ᱢᱟᱨᱮ ᱦᱩᱫᱤᱥ ᱚᱸᱠᱩᱨᱟᱫᱮᱭᱟ।
train_santalimale_04996	train_santalimale_04996.wav	7.84	0.794	48000	PASS	-	ᱫᱷᱟᱹᱨᱛᱤ ᱨᱮ ᱚᱴᱟᱝᱚᱜᱼᱟ ᱠᱟᱱ ᱦᱚᱭ ᱨᱮ ᱟᱲᱟᱝ ᱮ ᱢᱮᱥᱟ ᱣᱟᱫᱟ ᱡᱮ, ᱡᱟᱣᱟᱸᱭ ᱛᱟᱠᱚ ᱨᱮᱱ ᱫᱚ ᱛᱷᱟᱯᱚᱱ ᱵᱚᱝᱜᱟ ᱢᱮᱱᱟᱭᱟ।
train_santalimale_04997	train_santalimale_04997.wav	13.10	0.794	48000	PASS	-	ᱚᱱᱟ ᱤᱭᱟᱹᱛᱮᱜᱮ ᱱᱟᱣᱟᱸ ᱟᱹᱸᱠᱩᱨᱚᱜᱼᱟ ᱠᱟᱱ ᱤᱛᱟᱹ ᱲᱚᱜ ᱫᱚ ᱩᱱᱤ ᱜᱮᱭ ᱴᱮᱣᱮᱡᱼᱟ ᱮᱫᱟ ᱟᱨ ᱡᱟᱣᱟᱸᱭ ᱚᱲᱟᱜᱼᱟ ᱨᱮ ᱪᱮᱫᱼᱟ ᱪᱚᱠᱚ ᱡᱚᱢ ᱚᱪᱚᱣᱟᱠᱟᱫᱮ ᱛᱮᱜᱮ ᱞᱟᱡᱼᱟ ᱟᱨ ᱰᱟᱬᱰᱟ ᱫᱚ ᱦᱟᱥᱚᱭᱮᱭᱟ।
train_santalimale_04998	train_santalimale_04998.wav	11.55	0.794	48000	PASS	-	ᱱᱩᱱᱟᱹᱜᱼᱟ ᱥᱮᱨᱢᱟ ᱦᱚᱭ ᱯᱟᱨᱚᱢ ᱜᱮᱞᱮ-ᱵᱟᱞᱮ ᱵᱟᱝ ᱨᱮᱦᱚᱸ ᱥᱟᱹᱢᱩ ᱟᱨ ᱥᱟᱹᱢᱩ ᱮᱸᱜᱟᱛ ᱟᱯᱟᱛᱟᱜᱼᱟ ᱢᱚᱱᱮ ᱨᱮ ᱵᱟᱹᱦᱩ ᱵᱟᱝ ᱫᱚᱦᱚ ᱥᱮ ᱵᱟᱹᱜᱤ ᱠᱟᱛᱷᱟ ᱫᱚ ᱟᱱᱫᱦᱟ ᱛᱮᱦᱚᱸ ᱵᱟᱝ ᱨᱚᱲ ᱞᱮᱱᱟ।
train_santalimale_04999	train_santalimale_04999.wav	7.55	0.794	48000	PASS	-	ᱵᱤᱪᱠᱚᱢ ᱛᱚᱯᱟᱜ ᱟᱨ ᱵᱟᱯᱟᱜ ᱨᱮᱭᱟᱜᱼᱟ ᱠᱟᱛᱷᱟ ᱫᱚ ᱥᱟᱹᱢᱩ ᱦᱟᱱᱦᱟᱨᱚ-ᱦᱚᱧᱦᱨᱟᱜᱼᱟ ᱞᱩᱴᱤ ᱨᱮᱜᱮ ᱛᱟᱨᱠᱚ ᱨᱟᱠᱟᱵᱼᱟ ᱞᱮᱱᱟ।
train_santalimale_05000	train_santalimale_05000.wav	4.59	0.794	48000	PASS	-	ᱯᱷᱟᱹᱜᱩᱱ ᱵᱚᱝᱜᱟ ᱫᱟᱨᱮ ᱥᱟᱠᱟᱢ ᱦᱚᱭᱚ-ᱦᱤᱥᱤᱫᱼᱟ ᱵᱚᱫᱚᱞᱚᱜᱼᱟ ᱫᱤᱱ।
train_santalimale_05001	train_santalimale_05001.wav	5.28	0.794	48000	PASS	-	ᱡᱤᱣᱤ ᱦᱚᱲᱢᱚ ᱨᱮ ᱪᱮᱫᱼᱟ ᱩᱯᱡᱟᱹᱱᱚᱜᱼᱟ ᱪᱮᱫᱼᱟ ᱟᱥᱯᱷᱮᱨᱟᱜᱼᱟ, ᱚᱦᱚ ᱢᱮᱱ ᱠᱮ?
train_santalimale_05002	train_santalimale_05002.wav	8.79	0.794	48000	PASS	-	ᱚᱱᱮ ᱠᱚ ᱢᱮᱱ ᱟᱠᱟᱫᱼᱟ ᱞᱮᱠᱟ ᱥᱩᱛᱩᱜᱼᱟ ᱥᱩᱢᱩᱝ ᱡᱤᱣᱤ ᱢᱤᱫᱼᱟ ᱵᱤᱛᱟ ᱞᱟᱡᱼᱟ ᱫᱤᱱ ᱢᱟ ᱦᱟᱭ! ᱠᱷᱟᱭᱚ-ᱠᱷᱟᱭ ᱛᱮ ᱫᱤᱱ ᱫᱚ ᱪᱟᱞᱟᱜᱼᱟ ᱠᱟᱱᱟ।
train_santalimale_05003	train_santalimale_05003.wav	9.09	0.794	48000	PASS	-	ᱥᱟᱹᱨᱤ ᱜᱮ ᱥᱮᱛᱟᱜᱼᱟ ᱥᱤᱥᱤᱨ ᱜᱷᱟᱸᱥ ᱲᱚᱜ ᱨᱮ ᱥᱟᱹᱨᱩ ᱥᱟᱠᱟᱢ ᱫᱟᱜᱼᱟ ᱴᱚᱞ ᱢᱚᱞᱟᱜᱼᱟ ᱛᱤᱱ ᱨᱮᱪᱚ ᱜᱩᱲᱜᱟᱹᱩ ᱧᱩᱨᱩᱜᱼᱟ ᱚᱦᱚ ᱢᱮᱱ ᱠᱮ?
train_santalimale_05004	train_santalimale_05004.wav	10.02	0.794	48000	PASS	-	ᱱᱩᱱᱟᱹᱜᱼᱟ ᱢᱟᱨᱟᱝ ᱫᱷᱟᱹᱨᱛᱤᱯᱩᱨᱤ ᱚᱠᱟ ᱥᱮᱱᱟᱜᱼᱟ ᱨᱮᱭᱟᱲ ᱦᱚᱭ ᱪᱚᱭ ᱡᱟᱜᱼᱟ ᱛᱤᱭᱟᱹᱜᱼᱟ ᱵᱚᱱ ᱟᱨ ᱚᱠᱟ ᱥᱮᱱᱟᱜᱼᱟ ᱞᱚᱞᱚ ᱦᱚᱭ ᱛᱮ ᱪᱚᱭ ᱡᱷᱚᱞᱟ-ᱡᱷᱚᱝ ᱵᱚᱱ!
train_santalimale_05005	train_santalimale_05005.wav	5.82	0.794	48000	PASS	-	ᱚᱠᱟ ᱪᱟᱸᱫᱚ ᱨᱮᱭᱟᱜᱼᱟ ᱵᱷᱟᱨᱟᱬᱲᱚ ᱦᱚᱭ ᱛᱮ ᱪᱚᱭ ᱦᱚᱭ ᱛᱟᱞᱟ ᱵᱚᱱ ᱚᱦᱚᱢ ᱞᱟᱹᱤ ᱠᱮ।
train_santalimale_05006	train_santalimale_05006.wav	8.56	0.794	48000	PASS	-	ᱥᱟᱹᱢᱩᱣᱟᱜᱼᱟ ᱦᱚᱲᱢᱚ ᱨᱮ ᱟᱪᱠᱟ ᱜᱮ ᱢᱟᱧᱡᱟᱱ ᱚᱠᱫᱼᱟ ᱱᱤᱨᱟᱹᱱ ᱫᱤᱱ ᱨᱮᱭᱟᱜᱼᱟ ᱫᱷᱤᱯᱟᱹᱩ ᱚᱛ ᱞᱮᱠᱟ ᱦᱚᱲᱢᱚ ᱞᱚᱞᱚ ᱜᱚᱫᱼᱟ ᱮᱱ ᱛᱟᱭᱟ।
train_santalimale_05007	train_santalimale_05007.wav	5.63	0.794	48000	PASS	-	ᱤᱱᱟᱹ ᱥᱟᱸᱣᱛᱮ ᱨᱩᱣᱟᱹ ᱟᱨ ᱵᱚᱦᱚᱜᱼᱟ ᱦᱟᱥᱚ ᱫᱚ ᱟᱹᱰᱤ ᱜᱮ ᱡᱟᱹᱥᱛᱤ ᱜᱚᱫᱼᱟ ᱮᱱ ᱛᱟᱭᱟ।
train_santalimale_05008	train_santalimale_05008.wav	5.42	0.794	48000	PASS	-	ᱢᱤᱫᱼᱟ ᱵᱟᱨ ᱨᱟᱱᱚ-ᱵᱩᱲᱤ ᱡᱚᱢ ᱵᱟᱲᱟᱹ ᱠᱟᱛᱮ ᱦᱚᱸ ᱨᱩᱣᱟᱹ ᱫᱚ ᱵᱟᱝ ᱛᱷᱤᱨ ᱞᱮᱱᱟ।
train_santalimale_05009	train_santalimale_05009.wav	3.71	0.794	48000	PASS	-	ᱞᱮᱛᱟᱲ ᱜᱮ ᱮᱢᱦᱟ ᱫᱤᱱ ᱠᱷᱚᱱ ᱵᱟᱲᱛᱤ ᱤᱫᱤᱭᱮᱱᱟ।
train_santalimale_05010	train_santalimale_05010.wav	5.56	0.794	48000	PASS	-	ᱱᱚᱟ ᱧᱮᱞ ᱠᱟᱛᱮ ᱥᱟᱹᱢᱩ ᱫᱚ ᱦᱟᱱᱦᱟᱨᱚ-ᱦᱚᱧᱦᱟᱨᱛᱮᱫᱼᱟ ᱛᱟᱹᱠᱤᱱ ᱠᱤᱱ ᱤᱫᱤ ᱠᱮᱫᱮᱭᱟ।
train_santalimale_05011	train_santalimale_05011.wav	6.57	0.794	48000	PASS	-	ᱦᱩᱫᱤᱥ ᱛᱟᱹᱠᱤᱱ ᱡᱟᱦᱟᱸ ᱞᱮᱠᱟ ᱞᱮᱱ ᱠᱷᱟᱱᱮ ᱟᱞᱟᱝ ᱨᱮᱱ ᱦᱚᱯᱚᱱ ᱮᱨᱟ ᱜᱮᱛᱚᱭ ᱵᱮᱦᱤᱨᱞᱟᱹᱜᱼᱟ ᱟ।
